file	status	out
PDFs/900226.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/900226.txt
PDFs/851226b.pdf	OCR	/home/jmalcom/data/NLP/recovery_plan/TXTs/851226b.txt
PDFs/900413b.pdf	Exist	/home/jmalcom/data/NLP/recovery_plan/TXTs/900413b.txt
PDFs/900413c.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/900413c.txt
PDFs/900509.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/900509.txt
PDFs/900608.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/900608.txt
PDFs/860327a.pdf	Exist	/home/jmalcom/data/NLP/recovery_plan/TXTs/860327a.txt
PDFs/900919b.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/900919b.txt
PDFs/900919c.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/900919c.txt
PDFs/900924a.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/900924a.txt
PDFs/900927a.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/900927a.txt
PDFs/861224.pdf	OCR	/home/jmalcom/data/NLP/recovery_plan/TXTs/861224.txt
PDFs/900928b.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/900928b.txt
PDFs/900928c.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/900928c.txt
PDFs/901026.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/901026.txt
PDFs/901102.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/901102.txt
PDFs/870812.pdf	OCR	/home/jmalcom/data/NLP/recovery_plan/TXTs/870812.txt
PDFs/901203.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/901203.txt
PDFs/910131b.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/910131b.txt
PDFs/910305b.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/910305b.txt
PDFs/910315.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/910315.txt
PDFs/880930.pdf	OCR	/home/jmalcom/data/NLP/recovery_plan/TXTs/880930.txt
PDFs/910702.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/910702.txt
PDFs/910709.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/910709.txt
PDFs/910725.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/910725.txt
PDFs/910806a.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/910806a.txt
PDFs/890920.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/890920.txt
PDFs/910819.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/910819.txt
PDFs/910820.pdf	Exist	/home/jmalcom/data/NLP/recovery_plan/TXTs/910820.txt
PDFs/910906.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/910906.txt
PDFs/910916.pdf	Exist	/home/jmalcom/data/NLP/recovery_plan/TXTs/910916.txt
PDFs/891220.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/891220.txt
PDFs/910930a.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/910930a.txt
PDFs/910930c.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/910930c.txt
PDFs/910930d.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/910930d.txt
PDFs/910930h.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/910930h.txt
PDFs/900413a.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/900413a.txt
PDFs/911126c.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/911126c.txt
PDFs/920102.pdf	Exist	/home/jmalcom/data/NLP/recovery_plan/TXTs/920102.txt
PDFs/920210.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/920210.txt
PDFs/920310.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/920310.txt
PDFs/900716.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/900716.txt
PDFs/920406.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/920406.txt
PDFs/920611.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/920611.txt
PDFs/920630.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/920630.txt
PDFs/920717.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/920717.txt
PDFs/900924c.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/900924c.txt
PDFs/920930a.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/920930a.txt
PDFs/920930b.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/920930b.txt
PDFs/920930c.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/920930c.txt
PDFs/920930d.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/920930d.txt
PDFs/901025.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/901025.txt
PDFs/920930g.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/920930g.txt
PDFs/920930.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/920930.txt
PDFs/921008.pdf	Exist	/home/jmalcom/data/NLP/recovery_plan/TXTs/921008.txt
PDFs/921016.pdf	Exist	/home/jmalcom/data/NLP/recovery_plan/TXTs/921016.txt
PDFs/910131a.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/910131a.txt
PDFs/930217.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/930217.txt
PDFs/930315.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/930315.txt
PDFs/930329.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/930329.txt
PDFs/930430.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/930430.txt
PDFs/910329.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/910329.txt
PDFs/930524.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/930524.txt
PDFs/930707.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/930707.txt
PDFs/930813a.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/930813a.txt
PDFs/930820.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/930820.txt
PDFs/910815.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/910815.txt
PDFs/930910.pdf	OCR	/home/jmalcom/data/NLP/recovery_plan/TXTs/930910.txt
PDFs/930923a.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/930923a.txt
PDFs/930923b.pdf	Exist	/home/jmalcom/data/NLP/recovery_plan/TXTs/930923b.txt
PDFs/930924_v2.pdf	OCR	/home/jmalcom/data/NLP/recovery_plan/TXTs/930924_v2.txt
PDFs/910927.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/910927.txt
PDFs/930929a.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/930929a.txt
PDFs/930929b.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/930929b.txt
PDFs/930930a.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/930930a.txt
PDFs/930930b.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/930930b.txt
PDFs/910930f.pdf	Exist	/home/jmalcom/data/NLP/recovery_plan/TXTs/910930f.txt
PDFs/931208b.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/931208b.txt
PDFs/931208c.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/931208c.txt
PDFs/931212.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/931212.txt
PDFs/931215.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/931215.txt
PDFs/920131.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/920131.txt
PDFs/940304.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/940304.txt
PDFs/940317.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/940317.txt
PDFs/940328.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/940328.txt
PDFs/940422.pdf	Exist	/home/jmalcom/data/NLP/recovery_plan/TXTs/940422.txt
PDFs/920515a.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/920515a.txt
PDFs/940506a.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/940506a.txt
PDFs/940506b.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/940506b.txt
PDFs/940531.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/940531.txt
PDFs/940604.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/940604.txt
PDFs/920813.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/920813.txt
PDFs/940620b.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/940620b.txt
PDFs/940701.pdf	OCR	/home/jmalcom/data/NLP/recovery_plan/TXTs/940701.txt
PDFs/940731.pdf	OCR	/home/jmalcom/data/NLP/recovery_plan/TXTs/940731.txt
PDFs/940825.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/940825.txt
PDFs/920930f.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/920930f.txt
